0,0,5.242,0.249,0.8,0.851,1.044,1.559,3,3,3,3,2.341,2.2,0.4,0.473
0.4,0.473,5.211,0.204,0.863,0.979,1.309,2.451,3,3,3,2.546,2.235,2.233,0,0
0,0,5.178,0.19,0.866,0.993,1.348,2.589,3,3,3,2.512,2.226,2.242,0.8,0
0.8,0,5.112,0.193,0.866,0.993,1.348,2.589,3,3,3,2.512,2.226,2.242,0.652,0.027
0.652,0.027,5.047,0.196,0.867,0.994,1.347,2.588,3,3,3,2.51,2.226,2.243,0.65,0.054
0.65,0.054,4.994,0.197,0.918,1.055,1.406,2.742,3,3,3,2.447,2.174,2.194,0.65,0.054
0.65,0.054,4.941,0.198,0.919,1.059,1.4,2.843,3,3,3,2.44,2.172,2.196,0.652,0.081
0.652,0.081,4.888,0.199,0.921,1.063,1.456,2.889,3,3,3,2.432,2.17,2.199,0.652,0.081
0.652,0.081,4.835,0.199,0.973,1.128,1.51,3,3,3,3,2.365,2.118,2.152,0.62,0.107
0.62,0.107,4.783,0.199,0.976,1.135,1.562,3,3,3,3,2.354,2.115,2.157,0.62,0.107
0.62,0.107,4.732,0.198,0.978,1.143,1.55,3,3,3,3,2.341,2.112,2.162,0.641,0.134
0.641,0.134,4.682,0.197,0.981,1.152,1.598,3,3,3,3,3,2.11,2.169,0.641,0.134
0.641,0.134,4.63,0.195,1.036,1.224,1.704,3,3,3,3,3,2.057,2.125,0.648,0.161
0.648,0.161,4.577,0.193,1.041,1.237,1.748,3,3,3,3,3,2.055,2.133,0.648,0.161
0.648,0.161,4.524,0.191,1.046,1.252,1.789,3,3,3,3,3,2.053,2.144,0.65,0.188
0.65,0.188,4.47,0.188,1.104,1.332,1.946,3,3,3,3,3,2.001,2.103,0.65,0.188
0.65,0.188,4.417,0.185,1.111,1.352,2.04,3,3,3,3,3,2,2.116,0.68,0.215
0.68,0.215,4.362,0.181,1.172,1.441,2.147,3,3,3,3,3,1.95,2.078,0.68,0.215
0.68,0.215,4.305,0.177,1.182,1.468,2.219,3,3,3,3,3,1.951,2.095,0.691,0.242
0.691,0.242,4.247,0.173,1.247,1.566,2.367,3,3,3,3,3,1.902,2.06,0.691,0.242
0.691,0.242,4.188,0.168,1.26,1.58,2.537,3,3,3,3,3,1.905,2.082,0.805,0.268
0.805,0.268,4.128,0.163,1.331,1.635,3,3,3,3,3,3,1.859,2.052,0.805,0.268
