0,0,5.242,0.249,0.8,0.851,1.044,1.559,6.397,6.397,7.275,7.245,2.341,2.2,0.8,0
0.8,0,5.112,0.193,0.866,0.993,1.284,2.589,6.104,6.544,8.105,2.512,2.226,2.242,0.653,0.024
0.653,0.024,4.994,0.197,0.918,1.054,1.408,2.744,5.969,6.408,7.95,2.45,2.175,2.193,0.651,0.051
0.651,0.051,4.888,0.2,0.92,1.06,1.399,2.841,5.843,6.292,7.841,2.438,2.172,2.197,0.619,0.074
0.619,0.074,4.785,0.201,0.974,1.128,1.51,3.091,5.723,6.195,7.772,2.365,2.117,2.152,0.639,0.101
0.639,0.101,4.684,0.2,0.978,1.142,1.551,5.834,5.606,6.11,7.74,6.032,2.113,2.162,0.615,0.125
0.615,0.125,4.583,0.198,1.036,1.222,1.707,5.675,5.495,6.043,7.597,5.93,2.058,2.123,0.639,0.152
0.639,0.152,4.481,0.195,1.096,1.31,1.854,5.498,5.389,5.993,7.405,5.816,2.003,2.089,0.647,0.178
0.647,0.178,4.375,0.189,1.109,1.346,1.989,5.381,5.289,5.961,7.104,5.693,2.001,2.112,0.652,0.232
0.652,0.232,4.267,0.182,1.179,1.459,2.183,5.198,5.203,5.961,6.788,5.563,1.95,2.09,0.683,0.259
0.683,0.259,4.157,0.173,1.257,1.577,2.545,5.042,5.132,5.997,6.459,5.427,1.904,2.077,0.806,0.286
0.806,0.286,4.039,0.162,1.345,1.714,5.329,4.862,5.072,6.066,6.154,5.291,1.863,2.073,0.837,0.313
0.837,0.313,3.898,0.15,1.504,2.018,5.049,4.711,5.019,6.167,5.849,5.15,1.778,2.025,0.834,0.324
0.834,0.324,3.747,0.136,1.685,2.354,4.8,4.578,4.993,6.33,5.558,5.017,1.699,1.986,0.813,0.328
0.813,0.328,3.595,0.121,1.892,5.274,4.54,4.471,4.999,6.547,5.294,4.897,1.626,1.955,0.768,0.305
0.768,0.305,3.443,0.106,2.127,4.95,4.359,4.392,5.038,6.208,5.06,4.792,1.556,1.916,0,0
0,0,3.297,0.091,2.288,4.717,4.247,4.349,5.084,5.886,4.908,4.725,1.531,1.891,0.735,0.261
0.735,0.261,3.153,0.078,5.675,4.48,4.123,4.303,5.149,5.5,4.731,4.642,1.458,1.802,0.784,0.201
0.784,0.201,3.01,0.065,5.315,4.284,4.019,4.269,5.225,5.21,4.573,4.565,1.324,1.769,0.718,0.186
0.718,0.186,2.856,0.056,4.911,4.085,3.901,4.22,5.291,4.901,4.387,4.457,1.424,1.574,0.701,0.163
0.701,0.163,2.714,0.047,4.682,3.953,3.824,4.193,5.356,4.688,4.254,4.377,1.458,1.533,0.75,0.133
0.75,0.133,2.576,0.039,4.479,3.838,3.754,4.165,5.399,4.494,4.126,4.293,1.553,1.381,0.707,0.109
0.707,0.109,2.427,0.033,4.311,3.734,3.685,4.129,5.412,4.312,3.997,4.196,1.583,1.181,0.735,0.079
0.735,0.079,2.286,0.028,4.17,3.642,3.62,4.088,5.184,4.148,3.873,4.096,1.738,1.283,0.717,0.074
0.717,0.074,2.139,0.024,4.046,3.556,3.554,4.039,4.957,3.99,3.747,3.985,4.885,1.329,0.689,0.051
0.689,0.051,1.996,0.021,3.934,3.476,3.491,3.989,4.692,3.84,3.624,3.874,4.779,1.433,0.643,0.046
0.643,0.046,1.859,0.019,3.837,3.404,3.43,3.936,4.551,3.702,3.506,3.761,4.663,1.483,0.598,0.041
0.598,0.041,1.731,0.018,3.75,3.385,3.422,3.886,4.359,3.574,3.396,3.655,4.551,1.532,0.557,0.039
0.557,0.039,1.611,0.016,3.671,3.28,3.326,3.841,4.179,3.455,3.293,3.555,4.444,1.639,0.518,0.035
0.518,0.035,1.5,0.015,3.6,3.226,3.28,3.799,4.055,3.345,3.197,3.461,4.344,6.904,0.483,0.033
0.483,0.033,1.396,0.014,3.535,3.224,3.285,3.76,3.939,3.244,3.107,3.373,4.247,6.793,0.449,0.032
0.449,0.032,1.255,0.012,3.46,3.119,3.19,3.709,3.721,3.104,2.984,3.25,4.114,6.621,0.389,0.025
0.389,0.025,1.126,0.011,3.39,3.066,3.145,3.664,3.536,2.979,2.873,3.14,3.992,6.532,0.362,0.024
0.362,0.024,1.012,0.009,3.322,3.014,3.099,3.623,3.393,2.867,2.772,3.038,3.878,6.407,0.314,0.021
0.314,0.021,0.909,0.008,3.257,2.962,3.044,3.587,3.265,2.767,2.682,2.947,3.774,6.249,0.272,0.017
0.272,0.017,0.787,0.007,3.19,2.909,3.008,3.557,3.16,2.687,2.611,2.838,3.631,6.063,0.244,0.017
0.244,0.017,0.682,0.006,3.126,2.858,2.961,3.512,3.024,2.579,2.513,2.742,3.502,5.96,0.204,0.014
0.204,0.014,0.569,0.004,3.115,2.856,2.968,3.532,2.888,2.471,2.414,2.639,3.362,5.784,0,0
0,0,5.236,0.249,0.8,0.852,1.045,1.558,6.397,6.389,7.267,7.242,2.341,2.2,0.6,0.081
0.6,0.081,5.146,0.25,0.85,0.912,1.129,1.712,6.224,6.253,7.17,7.121,2.324,2.2,0.636,0.107
0.636,0.107,5.061,0.25,0.851,0.918,1.147,1.752,6.107,6.151,7.104,7.019,2.311,2.202,0.615,0.134
0.615,0.134,4.971,0.249,0.852,0.927,1.172,1.844,5.938,6.054,7.058,6.892,2.295,2.204,0.607,0.161
0.607,0.161,4.884,0.246,0.853,0.939,1.2,1.984,5.821,5.971,7.046,6.743,2.276,2.209,0.604,0.188
0.604,0.188,4.796,0.241,0.856,0.954,1.23,2.118,5.666,5.902,7.069,6.578,2.258,2.217,0.636,0.215
0.636,0.215,4.708,0.235,0.861,0.974,1.254,2.352,5.523,5.85,7.132,6.401,2.239,2.229,0.615,0.242
0.615,0.242,4.613,0.227,0.919,1.059,1.4,2.79,5.401,5.814,7.241,6.218,2.172,2.196,0.639,0.265
0.639,0.265,4.52,0.217,0.93,1.094,1.533,5.497,5.294,5.805,7.416,6.034,2.159,2.222,0,0
0,0,4.419,0.206,0.993,1.188,1.671,5.356,5.223,5.815,7.471,5.899,2.103,2.195,0.681,0.319
0.681,0.319,4.312,0.192,1.074,1.332,1.994,5.119,5.126,5.884,6.941,5.672,2.051,2.201,0.836,0.346
0.836,0.346,4.186,0.177,1.161,1.479,5.397,4.897,5.057,5.972,6.467,5.493,2.008,2.211,0.835,0.373
0.835,0.373,4.043,0.161,1.32,1.712,5.074,4.731,5.015,6.122,6.083,5.327,1.926,2.181,0.835,0.392
0.835,0.392,3.897,0.143,1.426,1.948,4.87,4.63,5.014,6.295,5.821,5.215,1.897,2.199,0.773,0.362
0.773,0.362,3.745,0.124,1.655,5.292,4.57,4.502,5.058,6.626,5.443,5.058,1.843,2.228,0.74,0.332
0.74,0.332,3.601,0.105,1.893,4.913,4.378,4.44,5.133,6.326,5.204,4.962,1.738,2.174,0.783,0.302
0.783,0.302,3.46,0.088,2.085,4.655,4.24,4.401,5.23,5.902,5.002,4.881,1.725,2.113,0.765,0.272
0.765,0.272,3.309,0.073,5.467,4.459,4.125,4.372,5.337,5.507,4.822,4.804,1.607,2.092,0.736,0.242
0.736,0.242,3.159,0.059,5.124,4.225,4.032,4.357,5.456,5.215,4.663,4.733,1.54,2.05,0.704,0.215
0.704,0.215,3.014,0.046,4.853,4.078,3.957,4.353,5.572,4.967,4.522,4.667,1.467,1.961,0.725,0
0.725,0,2.875,0.034,4.646,3.964,3.891,4.333,5.641,4.769,4.394,4.587,1.314,1.909,0.753,0.027
0.753,0.027,2.73,0.036,4.546,3.881,3.811,4.246,5.533,4.633,4.271,4.461,1.441,1.669,0.707,0.051
0.707,0.051,2.581,0.037,4.394,3.793,3.733,4.17,5.417,4.485,4.145,4.339,1.511,1.424,0.753,0.062
0.753,0.062,2.44,0.035,4.273,3.705,3.66,4.106,5.381,4.334,4.022,4.227,1.65,1.297,0.697,0.082
0.697,0.082,2.291,0.034,4.148,3.616,3.589,4.047,5.215,4.177,3.894,4.112,1.796,1.345,0.717,0.071
0.717,0.071,2.152,0.031,4.025,3.532,3.525,4,4.992,4.023,3.773,4.007,4.903,1.39,0.694,0.066
0.694,0.066,2.009,0.028,3.911,3.451,3.462,3.95,4.775,3.872,3.65,3.896,4.799,1.436,0.647,0.062
0.647,0.062,1.871,0.026,3.807,3.377,3.402,3.903,4.587,3.729,3.532,3.788,4.695,1.54,0.602,0.057
0.602,0.057,1.742,0.024,3.713,3.333,3.373,3.861,4.361,3.597,3.421,3.686,4.596,1.587,0.561,0.052
0.561,0.052,1.622,0.022,3.629,3.278,3.33,3.822,4.18,3.474,3.318,3.589,4.5,1.634,0.522,0.047
0.522,0.047,1.51,0.02,3.554,3.223,3.286,3.787,4.077,3.361,3.221,3.498,4.409,1.681,0.486,0.046
0.486,0.046,1.406,0.018,3.514,3.169,3.242,3.756,3.925,3.256,3.131,3.412,4.321,7.011,0.452,0.041
0.452,0.041,1.264,0.016,3.436,3.115,3.201,3.714,3.697,3.112,3.007,3.293,4.199,6.918,0.392,0.035
0.392,0.035,1.134,0.014,3.362,3.061,3.159,3.678,3.516,2.984,2.895,3.185,4.079,6.794,0.365,0.033
0.365,0.033,1.019,0.012,3.292,3.009,3.116,3.647,3.367,2.87,2.794,3.086,3.94,6.692,0.316,0.027
0.316,0.027,0.915,0.01,3.225,2.957,3.041,3.618,3.235,2.768,2.703,2.995,3.818,6.61,0.274,0.024
0.274,0.024,0.793,0.008,3.156,2.905,3,3.586,3.081,2.648,2.596,2.887,3.744,6.449,0.238,0.021
0.238,0.021,0.687,0.006,3.09,2.853,2.985,3.582,2.971,2.563,2.52,2.793,3.614,6.374,0.206,0.017
0.206,0.017,0.575,0.004,3.023,2.802,2.941,3.545,2.835,2.455,2.423,2.691,3.532,6.243,0,0
0,0,5.235,0.249,0.8,0.852,1.045,1.558,6.396,6.389,7.267,7.241,2.341,2.2,0.6,0.081
0.6,0.081,5.146,0.25,0.85,0.912,1.13,1.712,6.223,6.253,7.171,7.12,2.324,2.2,0.636,0.107
0.636,0.107,5.061,0.25,0.851,0.918,1.147,1.752,6.107,6.151,7.105,7.018,2.311,2.202,0.615,0.134
0.615,0.134,4.971,0.249,0.851,0.924,1.164,1.85,5.993,6.076,7.065,6.927,2.299,2.203,0.607,0.161
0.607,0.161,4.883,0.246,0.853,0.939,1.2,1.984,5.821,5.971,7.047,6.742,2.276,2.209,0.604,0.188
0.604,0.188,4.796,0.241,0.856,0.954,1.23,2.118,5.669,5.903,7.07,6.577,2.258,2.217,0.636,0.215
0.636,0.215,4.708,0.235,0.861,0.974,1.254,2.352,5.523,5.85,7.133,6.4,2.239,2.229,0.615,0.242
0.615,0.242,4.613,0.227,0.919,1.059,1.4,2.842,5.401,5.814,7.242,6.217,2.172,2.196,0.638,0.268
0.638,0.268,4.519,0.217,0.93,1.094,1.533,5.496,5.295,5.806,7.418,6.033,2.159,2.222,0.648,0.295
0.648,0.295,4.419,0.205,0.998,1.202,1.713,5.305,5.202,5.826,7.365,5.85,2.102,2.206,0.834,0.322
0.834,0.322,4.315,0.192,1.073,1.33,1.999,5.123,5.121,5.876,6.933,5.672,2.05,2.2,0,0
0,0,4.176,0.179,1.15,1.46,2.336,4.954,5.058,5.921,6.578,5.538,2.005,2.19,0.837,0.376
0.837,0.376,4.037,0.163,1.316,1.72,5.084,4.724,4.998,6.087,6.099,5.33,1.924,2.175,0.837,0.384
0.837,0.384,3.89,0.145,1.499,2.053,4.803,4.588,4.993,6.311,5.754,5.182,1.851,2.158,0.812,0.343
0.812,0.343,3.74,0.127,1.641,5.269,4.576,4.484,5.017,6.562,5.466,5.059,1.836,2.21,0.813,0.316
0.813,0.316,3.589,0.111,1.869,4.951,4.367,4.407,5.064,6.353,5.222,4.953,1.721,2.138,0.746,0.305
0.746,0.305,3.435,0.096,2.19,4.688,4.218,4.351,5.133,5.942,5.013,4.863,1.656,2.111,0.732,0.275
0.732,0.275,3.292,0.08,5.498,4.435,4.101,4.322,5.236,5.557,4.834,4.788,1.593,2.026,0.703,0.264
0.703,0.264,3.15,0.066,5.147,4.222,4.007,4.308,5.355,5.26,4.676,4.722,1.526,1.989,0.722,0
0.722,0,3.012,0.052,4.912,4.081,3.929,4.286,5.436,5.028,4.539,4.648,1.445,1.942,0,0
0,0,2.87,0.055,4.835,4.014,3.865,4.216,5.347,4.93,4.451,4.558,1.385,1.858,0.765,0.054
0.765,0.054,2.717,0.055,4.648,3.885,3.754,4.112,5.244,4.732,4.29,4.409,1.637,1.598,0.761,0.081
0.761,0.081,2.567,0.054,4.468,3.778,3.671,4.043,5.165,4.562,4.159,4.298,1.716,1.338,0.709,0.088
0.709,0.088,2.422,0.052,4.295,3.678,3.595,3.986,5.113,4.397,4.034,4.195,1.799,1.322,0.729,0.096
0.729,0.096,2.28,0.049,4.148,3.58,3.523,3.935,5.14,4.23,3.909,4.092,4.914,1.425,0.76,0.117
0.76,0.117,2.133,0.045,3.997,3.482,3.453,3.891,5.031,4.056,3.779,3.987,4.838,1.463,0.711,0.106
0.711,0.106,1.987,0.041,3.86,3.392,3.39,3.853,4.821,3.89,3.653,3.886,4.763,1.56,0.662,0.101
0.662,0.101,1.851,0.038,3.739,3.34,3.363,3.853,4.587,3.738,3.537,3.79,4.691,1.599,0.617,0.084
0.617,0.084,1.724,0.034,3.636,3.281,3.324,3.792,4.383,3.6,3.428,3.697,4.616,1.641,0.575,0.079
0.575,0.079,1.605,0.032,3.545,3.224,3.284,3.767,4.202,3.474,3.327,3.609,4.543,1.683,0.535,0.074
0.535,0.074,1.495,0.029,3.464,3.168,3.245,3.745,4.042,3.357,3.232,3.526,4.473,1.726,0.498,0.066
0.498,0.066,1.392,0.027,3.436,3.115,3.201,3.731,3.892,3.275,3.165,3.467,4.422,7.266,0.432,0.057
0.432,0.057,1.25,0.023,3.346,3.059,3.168,3.703,3.692,3.103,3.022,3.337,4.255,7.241,0.402,0.055
0.402,0.055,1.124,0.02,3.267,3.005,3.132,3.686,3.462,2.972,2.912,3.237,4.177,7.234,0.348,0.046
0.348,0.046,1.006,0.017,3.192,2.953,3.053,3.672,3.302,2.854,2.811,3.143,4.112,7.237,0.324,0.044
